lyrics,year,title,artist_x,weeks,rank,broad_genre,artist_y,Mood
"It be a buck-fifty  Your chance of runnin' is infinte Slugs that leave niggas drugged Like a chick slip the Mickey I'm so on the low It'd take a Navy SEAL to get me When I surface If not chips to Benz Is the purpose on your team I'll pull the curtain A beautiful hurtin' Till my eyes see the blood That mean the creep start workin' Niggas never learnin' that they eyes keep lurkin' Have ya janitor pumpin' your X-5 merkin Skid marks the street Your heart skips a beat Beef? Nigga overcook that meat Get no sleep, only rest is in between the blink My life story was written in blood, permenant ink Killer instinct, R.I.P. 'em Gotta think like that 'cause forever I be needin' 'em Plan flawless, mistakes never repeatin' 'em Some love, some hate me Bitches in the head beatin' 'em Niggas wanna ride by the crib all slow We clap motherfucker Want a real rap show? Fiends are rushin' when the mack blow Dead in my castle And in the blink watch how quick life pass you  What's wrong with motherfuckers When will the ever learn Keep playin' with that fire And that ass is gettin' burned Fuckin' with semi-autos One foot is in the grave We givin' all of y'all Somethin' to be afraid of  What's wrong with motherfuckers When will the ever learn Keep playin' with that fire And that ass is gettin' burned Fuckin' with semi-autos One foot is in the grave We givin' all of y'all Somethin' to be afraid of  Lemme tell you how it's goin' down It's on now Niggas used to love me, now they wanna hate me now I'm that same nigga with the tech holdin' the spot down Except I'm pushin' a Lex Lettin' the top down But wait, you don't think I live a pop life now That's hate, you could get popped right now Me don't play, I keep a gun around my way  'Cause I'm a fuckin' drama king like my nigga Kayslay  Sex, drugs, money and murder all day It's rules, guidlines and codes, we obey Don't even trip, IMD it's that I claim Infamous Mobb Deep nigga ready to bang Nigga don't think shit stink Then shit hit the fans So I don't slip, I'ma shit with my gun in my hand It's a thug thing y'all niggas wouldn't understand and Y'all keep guns we keep our shit bangin'  What's wrong with motherfuckers When will the ever learn Keep playin' with that fire And that ass is gettin' burned Fuckin' with semi-autos One foot is in the grave We givin' all of y'all Somethin' to be afraid of  You a bitch-ass nigga I had you kill't All they had was your picture at the funeral No casket You bastards be missin' My jewels, my whip My rims we bitchin' My guns be the heat that'll make you blister My mens, my Timbs'll stomp you niggas No shit, no clip don't fuck with us It's no problem, I bring it to the best of them From the old to the new and the rest of them No love, just slugs for ya body dunn Just pain, just sufferin' and worst then that  You let me get my hands on you  So I'm takin' advantage  And that shit that you pulled ain't do me no damage  You don't know me nigga But we 'bout to change that shit Wrap that nigga up like a package Fuck all them nigga Buck all them faggots  What's wrong with motherfuckers When will the ever learn Keep playin' with that fire And that ass is gettin' burned Fuckin' with semi-autos One foot is in the grave We givin' all of y'all Somethin' to be afraid of  What's wrong with motherfuckers When will the ever learn Keep playin' with that fire And that ass is gettin' burned Fuckin' with semi-autos One foot is in the grave We givin' all of y'all Somethin' to be afraid of  Yeah, QB (Yeah) Mobb Deep, dola It's goin' down We're takin' over Vita, gettin' this dough We don't call it  Murder for nothin'  (Murda, murda, murda) I'll send you on Prodigy, Big Noyd, Havoc Yeah, y'all see us It ain't a game, yeah Oh, come on, yeah You see us",2002.0,Burn,mobb deep,2.0,99.0,rap,Jo Dee Messina,angry
"Do you wanna be a poet And write? Do you wanna be an actor Of the lights? Do you wanna be a soilder And fight for love? Do you wanna travel The world? Do you wanna be a diver  For pearls? Or climb a mountain And touch the clouds above? (Bridge) Be anyone you want to be  Bring to life your fantacies I want something in return... () I want you to Burn Burn for me Baby Like a candle in my night  Burn, Burn for me, Burn for me Are you ganna be a gambler And deal?  Are you gonna be a docter  And heal? Or go to heaven And touch God's face? Are you gonna be a dreamer Who sleeps? Are you gonna be a sinner  Who weaps? Or an Angel Under grace? (Bridge)  I'll lay down on your bed of coals Offer up my heart and soul But in return...  () I want you to Burn Burn for me baby Like a candle in my night Burn, Burn for me, Burn for me Oooohhh I want you to Burn, Baby Oooohhh Lie for me - Cry for me Pray for me - Fly for me Live for me - Die for us I want you to Burn Burn for me baby Like a candle in my night Burn, Burn for me, Burn for me Yeah I want you to Burn I want you to Burn for me Baby Oh yeah Burn for meeee Yeah Yeaaaah I want you to Burn I want you to Burn with me Baby Burn for meeee Woahoowoah",2001.0,Burn,jo dee messina,20.0,94.0,country,Alkaline Trio,angry
"Do you wanna be a poet And write? Do you wanna be an actor Of the lights? Do you wanna be a soilder And fight for love? Do you wanna travel The world? Do you wanna be a diver  For pearls? Or climb a mountain And touch the clouds above? (Bridge) Be anyone you want to be  Bring to life your fantacies I want something in return... () I want you to Burn Burn for me Baby Like a candle in my night  Burn, Burn for me, Burn for me Are you ganna be a gambler And deal?  Are you gonna be a docter  And heal? Or go to heaven And touch God's face? Are you gonna be a dreamer Who sleeps? Are you gonna be a sinner  Who weaps? Or an Angel Under grace? (Bridge)  I'll lay down on your bed of coals Offer up my heart and soul But in return...  () I want you to Burn Burn for me baby Like a candle in my night Burn, Burn for me, Burn for me Oooohhh I want you to Burn, Baby Oooohhh Lie for me - Cry for me Pray for me - Fly for me Live for me - Die for us I want you to Burn Burn for me baby Like a candle in my night Burn, Burn for me, Burn for me Yeah I want you to Burn I want you to Burn for me Baby Oh yeah Burn for meeee Yeah Yeaaaah I want you to Burn I want you to Burn with me Baby Burn for meeee Woahoowoah",2001.0,Burn,jo dee messina,20.0,94.0,country,Usher,angry
"Do you wanna be a poet And write? Do you wanna be an actor Of the lights? Do you wanna be a soilder And fight for love? Do you wanna travel The world? Do you wanna be a diver  For pearls? Or climb a mountain And touch the clouds above? (Bridge) Be anyone you want to be  Bring to life your fantacies I want something in return... () I want you to Burn Burn for me Baby Like a candle in my night  Burn, Burn for me, Burn for me Are you ganna be a gambler And deal?  Are you gonna be a docter  And heal? Or go to heaven And touch God's face? Are you gonna be a dreamer Who sleeps? Are you gonna be a sinner  Who weaps? Or an Angel Under grace? (Bridge)  I'll lay down on your bed of coals Offer up my heart and soul But in return...  () I want you to Burn Burn for me baby Like a candle in my night Burn, Burn for me, Burn for me Oooohhh I want you to Burn, Baby Oooohhh Lie for me - Cry for me Pray for me - Fly for me Live for me - Die for us I want you to Burn Burn for me baby Like a candle in my night Burn, Burn for me, Burn for me Yeah I want you to Burn I want you to Burn for me Baby Oh yeah Burn for meeee Yeah Yeaaaah I want you to Burn I want you to Burn with me Baby Burn for meeee Woahoowoah",2001.0,Burn,jo dee messina,20.0,94.0,country,Papa Roach,angry
"Do you wanna be a poet And write? Do you wanna be an actor Of the lights? Do you wanna be a soilder And fight for love? Do you wanna travel The world? Do you wanna be a diver  For pearls? Or climb a mountain And touch the clouds above? (Bridge) Be anyone you want to be  Bring to life your fantacies I want something in return... () I want you to Burn Burn for me Baby Like a candle in my night  Burn, Burn for me, Burn for me Are you ganna be a gambler And deal?  Are you gonna be a docter  And heal? Or go to heaven And touch God's face? Are you gonna be a dreamer Who sleeps? Are you gonna be a sinner  Who weaps? Or an Angel Under grace? (Bridge)  I'll lay down on your bed of coals Offer up my heart and soul But in return...  () I want you to Burn Burn for me baby Like a candle in my night Burn, Burn for me, Burn for me Oooohhh I want you to Burn, Baby Oooohhh Lie for me - Cry for me Pray for me - Fly for me Live for me - Die for us I want you to Burn Burn for me baby Like a candle in my night Burn, Burn for me, Burn for me Yeah I want you to Burn I want you to Burn for me Baby Oh yeah Burn for meeee Yeah Yeaaaah I want you to Burn I want you to Burn with me Baby Burn for meeee Woahoowoah",2001.0,Burn,jo dee messina,20.0,94.0,country,Papa Roach,angry
"Do you wanna be a poet And write? Do you wanna be an actor Of the lights? Do you wanna be a soilder And fight for love? Do you wanna travel The world? Do you wanna be a diver  For pearls? Or climb a mountain And touch the clouds above? (Bridge) Be anyone you want to be  Bring to life your fantacies I want something in return... () I want you to Burn Burn for me Baby Like a candle in my night  Burn, Burn for me, Burn for me Are you ganna be a gambler And deal?  Are you gonna be a docter  And heal? Or go to heaven And touch God's face? Are you gonna be a dreamer Who sleeps? Are you gonna be a sinner  Who weaps? Or an Angel Under grace? (Bridge)  I'll lay down on your bed of coals Offer up my heart and soul But in return...  () I want you to Burn Burn for me baby Like a candle in my night Burn, Burn for me, Burn for me Oooohhh I want you to Burn, Baby Oooohhh Lie for me - Cry for me Pray for me - Fly for me Live for me - Die for us I want you to Burn Burn for me baby Like a candle in my night Burn, Burn for me, Burn for me Yeah I want you to Burn I want you to Burn for me Baby Oh yeah Burn for meeee Yeah Yeaaaah I want you to Burn I want you to Burn with me Baby Burn for meeee Woahoowoah",2001.0,Burn,jo dee messina,20.0,94.0,country,Jo Dee Messina,angry
"Baby when they look up at the sky We'll be shootin' stars just passin' by You'll be comin' home with me tonight We'll be burnin' up like neon lights  Be still, my heart cuz it's freakin' out It's freaking out Right now Shining like stars cuz we're beautiful We're beautiful Right now  You're all I see in all these places You're all I see in all these faces So let's pretend we're running out of time Of time!  Baby when they look up at the sky We'll be shootin' stars just passin' by You'll be comin' home with me tonight And we'll be burnin' up like neon lights Baby when they look up at the sky We'll be shootin' stars just passin' by You'll be comin' home with me tonight And we'll be burnin' up like neon lights (Neon lights, neon lights, neon lights)  Like neon lights! Oh! Like neon lights! Oh!  Be still, my heart cuz it's freakin' out It's freaking out Right now Shining like stars cuz we're beautiful We're beautiful Right now  You're all I see in all these places You're all I see in all these faces So let's pretend we're running out of time Of time!  Baby when they look up at the sky We'll be shootin' stars just passin' by You'll be comin' home with me tonight And we'll be burnin' up like neon lights Baby when they look up at the sky We'll be shootin' stars just passin' by You'll be comin' home with me tonight And we'll be burnin' up like neon lights (Neon lights, neon lights, neon lights)  Like neon lights! Oh! Like neon lights! Oh!  Shining like stars cuz we're beautiful (beautiful) You're all I see in all these places You're all I see in all these faces So let's pretend we're running out of time Of time  Like neon lights! Oh! Like neon lights! Oh!  Be still, my heart cuz it's freaking out",2014.0,Neon Lights,demi lovato,20.0,61.0,pop,Kraftwerk,sad
"ÎèQu© ms quieres de m_? Si he pasado esta prueba de tu amor  Y no tengo el valor De escapar para siempre del dolor  Demasiado pedir que sigamos en esta hipocres_a  ÎèCunto tiempo ms podr© vivir en la misma mentira?  No, no vayas presumiendo, no Que me has robado el coraz_n Y no me queda nada ms  S_, prefiero ser el perdedor Que te lo ha dado todo Y no me queda nada ms No me queda nada ms  Ya no puedo seguir Resistiendo esa extra±a sensaci_n Que me hiela la piel Como invierno fuera de estaci_n  Tu mirada en la m_a Ignorndose en una lejan_a  Todo pierde sentido Y es mejor el vac_o que el olvido  Yo prefiero dejarte partir que ser tu prisionero  Y no vayas por ah_ diciendo ser la due±a de mis sentimientos  No, no vayas presumiendo, no Que me has robado el coraz_n Y no me queda nada ms  S_, prefiero ser el perdedor Que te lo ha dado todo Y no le queda nada ms  No, no vayas presumiendo, no (no vayas presumiendo) Que me has robado el coraz_n Y no me queda nada ms  S_, prefiero ser un perdedor Que te lo ha dado todo Y no le queda nada ms No me queda nada ms  ÎèQu© ms quieres de m_? Si he pasado esa prueba de tu amor",2014.0,El Perdedor,enrique iglesias,1.0,85.0,pop,Joan Sebastian,sad
"Now that I have captured your attention I wanna steal you for a rhythm intervention Mr. TSA I'm ready for inspection Sh-sh-show me how you make a first impression  Oh, oh Can we take it nice and slow, slow Break it down and drop it low, low Cause I just wanna Party all night in the neon lights 'til you can't let me go  I just wanna feel your body right next to mine All night long, baby, slow down the song And when it's comin' closer to the end, hit rewind All night long, baby, slow down the song Slow, slow, yeah baby slow this song Slow, yeah baby slow this song  If you want me I'm accepting applications So long as we can keep this record on rotation You know I'm good at mouth-to-mouth resuscitation Br-br-breathe me in, breathe me out so amazing  Oh, oh Can we take it nice and slow, slow Break it down and drop it low, low Cause I just wanna Party all night in the neon lights 'til you can't let me go  I just wanna feel your body right next to mine All night long, baby, slow down the song And when it's coming closer to the end, hit rewind All night long, baby, slow down the song Slow, slow, yeah baby slow this song Slow, yeah baby slow this song  Breathe me in, breathe me out The music's got me goin' Breathe me in, breathe me out No stoppin' til the morning Breathe me in, breathe me out You know I'm ready for it For it, for it, yeah  Breathe me in, breathe me out The music's got me goin' Breathe me in, breathe me out No stoppin' til the morning Breathe me in, breathe me out You know I'm ready for it For it, for it, yeah  I just wanna feel your body right next to mine All night long, baby, slow down the song And when it's coming closer to the end, hit rewind All night long, baby, slow down the song Slow, slow, yeah baby slow this song Slow, yeah baby slow this song",2014.0,Slow Down,selena gomez,20.0,69.0,pop,Loose Ends,sad
"Tim and Bob Bobby Valentino You know how we do It's another one  I saw you walking Down on Melrose You looked like an angel Straight out of heaven, girl I was blown away by Your sexiness All I have to do is catch up to you  Slow down I just wanna get to know you But don't turn around Cause that pretty round thing looks good to me Slow down Never seen anything so lovely Now turn around And bless me with your beauty, cutie  A butterfly tattoo Right above your navel Your belly button's pierced too Just like I like it girl Come take a walk with me You'll be impressed by The game that I kick to you It's over and for real  Like a flower fully bloom in the summertime, you're ready To be watered by this conversation, you're ready I'm in awe cause you shine like the sun Let me be the one to enjoy you Let's kick it girl  Slow down I just wanna get to know you But don't turn around Cause that pretty round thing looks good to me Slow down Never seen anything so lovely Now turn around And bless me with your beauty, cutie  Slow down I just wanna get to know you Buy don't turn around Cause that pretty round thing looks good to me Slow down Never seen anything so lovely Now turn around And bless me with your beauty, cutie  Oh baby you know by now that I want you (bad) I'm floating on thin air and I can't come (down) Cupid hit me already (damn) Now I can't leave til seven digits are in my hand, my hand  Like a flower fully bloomed in summertime, you're ready To be watered by this conversation, you're ready I'm in awe cause you shine like the sun Let me be the one to enjoy you Let's kick it girl  Slow down I just wanna get to know you But don't turn around Cause that pretty round thing looks good to me Slow down Never seen anything so lovely Now turn around And bless me with your beauty, cutie  Slow down I just wanna get to know you But don't turn around Cause that pretty round thing looks good to me Slow down Never seen anything so lovely Now turn around And bless me with your beauty, cutie  Slow down Never seen anything so lovely Cutie  Slow down",2005.0,Slow Down,bobby valentino,22.0,37.0,r&b,Loose Ends,sad
""""" Got me up all night, all I'm singin' is love songs She got me up all night, constant drinkin' and love songs She got me up all night, down and out with these love songs She got me up all night, drownin' out with these love songs She got me up all night, all I'm singin' is love songs She got me up all night, constant drinkin' and love songs She got me up all night, down and out with these love songs She got me open all night, got me open all night  """" Okay, back when I was sleepin' in my mama's crib Even back then when I was up there in my mother's crib Payin' seventeen-hundred for the rent, money well spent No heater, but a nigga made heat, may I vent Had a thing for you, even wrote the song dreams for you Cause I had dreams for you, thoughts of a ring for you Childish shit, you know childish shit Anonymous flowers sent, you know coward shit Now a nigga signed to Hov, took a power trip Back home I'm grown now and this city's my throne now The same clubs I used to get tossed out Life got crisscrossed, totally crossed out Cause now I'm in this bitch and I'm totally bossed out Old chicks cryin' cause they know that they lost out But I'm still on you, I'm still on you My drink spilled on me, while I feel on you I'm saying...  """" Would you believe me if I said I'm in love? Baby, I want you to want me Would you believe me if I said I'm in love? Baby, I want ya  And we are we are we are Got me up all night And we are we are we are All I'm singin' is love songs And we are we are we are Got me up all night And we are we are we are She got me And we are we are we are She got me  """" Well this has gotta be the longest crush ever If I ever get to fuck it'd be the longest bust ever Love is a drug, like the strongest stuff ever And, fuck it I'm on one, you feel me? She on a power trip, she got me where she want a nigga Wifin' in the club, man my homies' gon' disown a nigga Like, give me 20 dolla, dolla Ass stupid, how you get to college, college I'm in your city and I'm wonderin' if you're home now Went and found a man, but I'm hopin' you alone now Can't help but feelin' like I dropped the ball, cliche I used to pop up on you at the mall each day Now typically I kick game like Eastbay But you got a nigga freeze-framed yellin', ""Please play!"" For pete's sake, homie pull it together Just fuck her one time and be through it forever But...  """"",2013.0,Power Trip,j. cole,29.0,47.0,rap,Chimaira,angry
"Sometimes it feels like, I'm gonna break Sometimes this world, gives more than I can take Sometimes, sunshine gets lost in the rain And it keeps pouring down It just keeps coming down. This life would kill me If I didn't have you  I couldn't live without you baby I wouldn't want to If you didn't love me so much I'd never make it through 'Cause this life would kill me This life would kill me if I didn't have you.  You are my heart, every breath I breathe I'm safe in your arms, you rescue me. When I'm weak, you're strong If you were gone I don't know where I'd be You were made for me (You were made for me) This life would kill me If I didn't have you  I couldn't live without you baby I wouldn't want to If you didn't love me so much I'd never make it through 'Cause this life would kill me This life would kill me if I didn't have you  If you didn't love me so much (If you didn't love me so much) This life would kill me If I didn't have you (This life would kill me) Couldn't live without you baby  I wouldn't want to If you didn't love me so much I'd never make it through 'Cause this life would kill me This life would kill me if I didn't have you",2013.0,If I Didn't Have You,thompson square,20.0,86.0,country,Randy Travis,sad
"Bless my heart Bless my soul Didn't think I'd make it to 22 years old There must be someone up above sayin' ""Come on Brittany  You got to come on up!"" You got to hold on  You got to hold on So, bless my heart and bless yours too  I don't know where I'm gonna go, don't what what I'm gonna do Must be somebody up above sayin' ""Come on Brittany  You got to come on up!"" You got to hold on  You got to hold on Yeah! You got to wait! Yeah! You got to wait! But, I don't wanna wait  I don't wanna wait So, bless my heart Bless my mind I got so much to do, I ain't got much time  So, must be someone up above saying ""Come on girl! Yeah, you got to get back up!""  You got to hold on You got to hold on Yeah! You got to wait I don't wanna wait Well, I don't wanna wait No, I don't wanna wait You got to hold on You got to hold on You got to hold on You got to hold on",2013.0,Hold On,alabama shakes,2.0,93.0,rock,22-20s,angry
"We don't have time left to regret Hold on It will take more than common sense Hold on So stop your wondering take a stand Hold on There's more to life that just to live  'Cause an empty room can be so loud There's to many tears to drown them out So hold on, hold on, hold on, hold on  One single smile a helping hand Hold on It's not that hard to be a friend Hold on So don't give up, stand 'till the end Hold on There's more to life than just to live  'Cause an empty room can be so loud There's to many tears to drown them out So hold on, hold on, hold on, hold on  When you love someone and they break you heart Don't give up on love, have faith, restart Just hold on, hold on, hold on, hold on  When it falls apart and you're feeling lost All your hope is gone, don't forget to Hold on, hold on  'Cause an empty room can be so loud There's to many tears to drown them out So hold on, hold on, hold on, hold on  When you love someone and they break you heart Don't give up on love, have faith, restart Just hold on, hold on, hold on, hold on  'Cause an empty room can be so loud There's to many tears to drown them out So hold on, hold on, hold on, hold on  When you love someone and they break you heart Don't give up on love, have faith, restart Just hold on, hold on, hold on, hold on",2007.0,Hold On,jonas brothers,7.0,100.0,pop,22-20s,angry
"This world, this world is cold But you don't, you don't have to go You're feeling sad, you're feeling lonely And no one seems to care Your mother's gone and your father hits you This pain you cannot bear  But we all bleed the same way as you do And we all have the same things to go through  Hold on, if you feel like letting go Hold on, it gets better than you know  Your days, you say they're way too long And your nights, you can't sleep at all Hold on And you're not sure what you're waiting for But you don't want to know more You're not sure what you're looking for But you don't want to know more  But we all bleed the same way as you do And we all have the same things to go through  Hold on, if you feel like letting go Hold on, it gets better than you know Don't stop looking, you're one step closer Don't stop searching, it's not over Hold on  What are you looking for? What are you waiting for? Do you know what you're doing to me? Go ahead What are you waiting for?  Hold on, if you feel like letting go Hold on, it gets better than you know Don't stop looking, you're one step closer Don't stop searching, it's not over Hold on, if you feel like letting go Hold on, it gets better than you know Hold on",2004.0,Hold On,good charlotte,5.0,94.0,rock,22-20s,angry
"Like a honeybee beatin' on my screen door I got a little buzz in my head and it's sore And from the my bed I can feel the sun Lord, 'round here the mornin' come Justa creepin' Creepin' Creepin' Creepin'  You shot outta hell like a bullet from a gun A flip of a switch a thief on the run And since the day you left me, baby I can feel the lonely I can hear the crazy Justa creepin' Creepin' Justa creepin' Creepin'  Head for the future Run from the past Hide from the mirror Fill that glass For dreams forget The whiskey remembers Kinda like molasses in late December Justa creepin' Creepin' Oh, creepin'  Your cocaine kiss and caffeine love Got under my skin and into my blood That 'need you back' comes over me Like ivy crawlin' up a hickory tree Justa creepin' Creepin' Justa creep Creep, creepin'  Head to the future Run from the past Hide from the mirror Fill that glass For dreams forget, the whiskey remembers Kinda like molasses in late December Justa creepin' Creepin' Ah, come on  Break it down, down, down, down Down, down, down, down Down, down, down, down Down, down, down, down  Just last night I saw the light At the end of that tunnel on the other side Thought I found my way outta this pain Only to find the Ol' Memory Train  Creepin'  Creepin'  Creepin'  Creepin'  Creepin'  Creepin' Creepin' Creepin'  Creepin'  Creepin'  Creepin'",2013.0,Creepin',eric church,20.0,79.0,country,Stevie Wonder,relaxed
"Do you remember summer '09? Wanna go back there every night Just can't lie, it was the best time of my life Lying on the beach as the sun blew out Playing this guitar by the fire too loud Oh my my, they could never shut us down  I used to think that I was better alone Why did I ever wanna let you go? Under the moonlight as we stared at the sea The words you whispered I will always believe  I want you to rock me, rock me, rock me, yeah I want you to rock me, rock me, rock me, yeah I want you to hit the pedal, heavy metal, show me you care I want you to rock me, rock me, rock me, yeah  Yeah, we were together summer '09 Wanna roll back like press and rewind You were mine and we never said goodbye  I used to think that I was better alone (better alone) Why did I ever wanna let you go? (Let you go) Under the moonlight as we stared at the sea (stared at the sea) The words you whispered I will always believe  I want you to rock me, rock me, rock me, yeah I want you to rock me, rock me, rock me, yeah I want you to hit the pedal, heavy metal, show me you care I want you to rock me, rock me, rock me, yeah  R-O-C-K me again R-O-C-K me again R-O-C-K me again, yeah I want you to R-O-C-K me again R-O-C-K me again R-O-C-K me again, yeah  I want you to rock me, rock me, rock me, yeah I want you to rock me, rock me, rock me, yeah I want you to hit the pedal, heavy metal, show me you care I want you to rock me, rock me, rock me, yeah  I want you to rock me, rock me, rock me, yeah I want you to rock me, rock me, rock me, yeah I want you to hit the pedal, heavy metal, show me you care I want you to rock me, rock me, rock me, yeah",2013.0,Rock Me,one direction,1.0,98.0,pop,Santana,relaxed
"The cycle repeated As explosions broke in the sky All that I needed Was the one thing I couldn't find  And you were there at the turn Waiting to let me know  We're building it up to break it back down We're building it up to burn it down We can't wait to burn it to the ground  The colors conflicted As the flames climbed into the clouds I wanted to fix this But couldn't stop from tearing it down  And you were there at the turn Caught in the burning glow And I was there at the turn Waiting to let you know  We're building it up to break it back down We're building it up to burn it down We can't wait to burn it to the ground  You told me yes, you held me high And I believed when you told that lie I played soldier, you played king And struck me down when I kissed that ring You lost that right to hold that crown I built you up but you let me down So when you fall, I'll take my turn And fan the flames as your blazes burn  And you were there, at the turn Waiting to let me know  We're building it up to break it back down We're building it up to burn it down We can't wait to burn it to the ground  When you fall, I'll take my turn And fan the flames as your blazes burn We can't wait to burn it to the ground When you fall, I'll take my turn And fan the flames as your blazes burn We can't wait to burn it to the ground",2012.0,Burn It Down,linkin park,23.0,66.0,rap,Five Finger Death Punch,angry
"Hello I know it's been a while I wonder where you are And if you think of me Sometimes Cause you always on my mind You know I had it rough Trying to forget you but  The more that I look around The more I realize You're all I'm looking for  What makes you so beautiful Is you don't know how beautiful you are To me You're not trying to be perfect Nobody's perfect, but you are To me It's how you take my breath away Fill the words that I don't say I wish somehow I could say them now  Oh I could say them now Yeah  Just friends The beginning or the end How do we make sense When we're on our own It's like you're the other half of me I feel incomplete I should've known  Nothing in the world compares To the feelings that we share So not fair  What makes you so beautiful Is you don't know how beautiful you are To me You're not trying to be perfect Nobody's perfect, but you are To me It's how you take my breath away Fill the words that I don't say I wish somehow I could say them now Oh  It's not you Blame it all on me I was running from myself Cause I couldn't tell How deep that we We were gonna be I was scared it's destiny But it hurts like hell Hope it's not too late Just a twist of fate  What makes you so beautiful Is you don't know how beautiful you are To me You're not trying to be perfect Nobody's perfect, but you are To me It's how you take my breath away Fill the words that I don't say I wish somehow I could say them now  Oh I could say them now Mmm",2012.0,Beautiful,carly rae jepsen,1.0,87.0,pop,Sarah Sadler,happy
"Don't look at me  Every day is so wonderful Then suddenly it's hard to breathe. Now and then I get insecure From all the pain, I'm so ashamed.  I am beautiful no matter what they say. Words can't bring me down. I am beautiful in every single way. Yes, words can't bring me down... Oh no. So don't you bring me down today.  To all your friends you're delirious, So consumed in all your doom. Trying hard to fill the emptiness. The pieces gone, left the puzzle undone. Is that the way it is?  You are beautiful no matter what they say Words can't bring you down... oh no You are beautiful in every single way Yes, words can't bring you down, oh, no So don't you bring me down today...  No matter what we do (no matter what we do) No matter what we say (no matter what we say) We're the song inside the tune Full of beautiful mistakes  And everywhere we go (and everywhere we go) The sun will always shine (the sun will always, always shine) And tomorrow we might wake on the other side  We are beautiful no matter what they say Yes, words won't bring us down, no, no We are beautiful in every single way Yes, words can't bring us down, oh, no So don't you bring me down today  Oh, yeah, don't you bring me down today, yeah, ooh Don't you bring me down ooh... today",2011.0,Beautiful,christina aguilera,1.0,74.0,r&b,Sarah Sadler,happy
"Every day is so wonderful Then suddenly it's hard to breathe Now and then I get insecure From all the pain, I'm so ashamed  I am beautiful no matter what they say Words can't bring me down I am beautiful in every single way Yes, words can't bring me down Oh no So don't you bring me down today  To all your friends you're delirious So consumed in all your doom Trying hard to fill the emptiness The pieces gone, left the puzzle undone is that the way it is?  You are beautiful no matter what they say Words can't bring you down... oh no You are beautiful in every single way Yes, words can't bring you down, oh, no So don't you bring me down today  No matter what we do (no matter what we do) No matter what we say (no matter what we say) We're the song inside the tune Full of beautiful mistakes  And everywhere we go (and everywhere we go) The sun will always shine (the sun will always, always shine) And tomorrow we might wake on the other side  We are beautiful no matter what they say Yes, words won't bring us down, no, no We are beautiful in every single way Yes, words can't bring us down, oh, no So don't you bring me down today  Oh, yeah, don't you bring me down today, yeah, ooh Don't you bring me down ooh... today",2010.0,Beautiful,glee cast,1.0,61.0,pop,Sarah Sadler,happy
